"","RIPID","min","max","avg","qav","std","ske","kur","p05","p10","p25","p50","p75","p90","int_p25","int_p50","int_p75","cov","dns","DBH","TotalHt","CrownHT","ba","ba.live","total.count","live.count","dbh.sq","crown.length","crown.mass","crown.mass.kg","mean.dbh.total","mean.dbh.live","mean.ht.total","mean.ht.live","max.ht.total","mean.crownht.total","mean.crownht.live","ba.ac.total","ba.ac.live","tpa.total","tpa.live","mean.crown.mass.lbs","mean.crown.mass.kg","qmd.total","qmd.live","crown.length.total","crown.length.live","crown.ratio.total","crown.ratio.live","B1.max","B2.max","B3.max","B4.max","B5.max","evi.max","mndwi.max","ndvi.max","ndwi.max","B1.mean","B2.mean","B3.mean","B4.mean","B5.mean","evi.mean","mndwi.mean","ndvi.mean","ndwi.mean","B1.min","B2.min","B3.min","B4.min","B5.min","evi.min","mndwi.min","ndvi.min","ndwi.min"
"98",1001,1.44,21.87,11.47,157.12,5.07,-0.17,1.93,3.11,4.38,6.98,12.18,15.43,17.97,27,51,81,11.3,12.2,42.6,204.2,30.1,3.324213,3.324213,3,3,609.5,174.1,401.003684049362,181.89407785964,14.2,14.2,68.0666666666667,68.0666666666667,72.6,10.0333333333333,10.0333333333333,13.296852,13.296852,12,12,133.667894683121,60.6313592865466,14.2536545021502,14.2536545021502,58.0333333333333,58.0333333333333,0.852595494613124,0.852595494613124,364.9090909,427.2727273,628,631.2727273,2666.090909,1.936086716,-0.457328832,0.670844284,-0.55801818,304.3327922,357.1412338,551.1266234,531.4025974,2238.555195,1.590482901,-0.566120186,0.617513397,-0.603131944,172.1818182,211.3636364,359.5454545,349.7272727,1429.181818,1.295773579,-0.632923153,0.553205065,-0.638296041
"99",1002,1.37,24.71,12.35,180.42,5.28,-0.3,2.02,3.08,4.55,8.1,13.27,16.75,18.57,19,37,60,57.5,54.5,674.57,5147.8,2741.4,29.1833226486,24.5865278286,90,76,5350.8109,1601.4,3687.2661026183,1672.53293233162,7.49522222222222,8.87592105263158,57.1977777777778,67.7342105263158,80.1,30.46,36.071052631579,116.7332905944,98.3461113144,360,304,48.5166592449776,22.0070122675214,7.71060661974429,8.39079296484828,26.7377777777778,31.6631578947368,0.46746182835386,0.46746182835386,307.1111111,364.5555556,510.7777778,424.6666667,1989,2.312031727,-0.391099602,0.729893956,-0.571811583,227.0185185,265.8703704,424.462963,339.0925926,1803.666667,2.011673991,-0.466286206,0.684360617,-0.61945841,118,159.7777778,324,259.4444444,1621.444444,1.735606004,-0.54301899,0.630813625,-0.67068904
"100",1003,1.37,22.87,10.54,132.29,4.61,-0.07,2.27,2.68,3.82,7.08,10.87,13.97,16.37,28,53,88,63,59.9,561.9,2879,1108,31.29543378,23.54251824,61,44,5738.07,918,2418.83547653731,1097.17657467899,9.21147540983607,12.7704545454545,47.1967213114754,65.4318181818182,74,18.1639344262295,25.1818181818182,125.18173512,94.17007296,244,176,54.9735335576662,24.9358312427044,9.6987999933742,11.4197496390325,29.0327868852459,40.25,0.615144147273359,0.615144147273359,328.3333333,395.25,589.6666667,538.1666667,2297.25,2.053713858,-0.432036678,0.678668862,-0.560430134,255.0089286,301.4151786,467.9255952,419.2127976,1887.6875,1.762872641,-0.516578123,0.640689736,-0.604701618,144.5833333,189.5,345.25,318.8333333,1542.916667,1.50953824,-0.597050513,0.596056918,-0.654086336
"101",1004,1.37,22.91,12.48,177.49,4.67,-0.43,2.41,3.63,5.54,9.26,13.18,16.07,18.11,23,45,70,71.8,66.6,807,5264.5,2718.5,39.4280568,39.0353688,97,95,7229.2,2496,5759.40188291974,2612.44755643642,8.31958762886598,8.49473684210526,54.2731958762887,55.4157894736842,80,28.0257731958763,28.6157894736842,157.7122272,156.1414752,388,380,60.6252829781025,27.4994479624887,8.63295054147459,8.72335039450228,26.2474226804124,26.8,0.483616677747174,0.483616677747175,275.3333333,331.0833333,480.1666667,409.6666667,2244.75,2.319529178,-0.404926516,0.758830513,-0.588559017,198.0952381,236.297619,392.1785714,308.797619,1839.083333,2.02527838,-0.50709564,0.713339135,-0.64926442,105.5833333,140.4166667,276.9166667,226.5,1584,1.724346906,-0.593497197,0.643796171,-0.70244805
"102",1005,1.37,25.49,11.6,160.95,5.14,-0.28,2.23,2.31,3.59,7.76,12.35,15.53,17.81,26,48,77,63.1,60.5,439.1,2372.5,1033,27.10163502,25.30072422,43,37,4969.13,1137.5,3210.83470269843,1456.42506699557,10.2116279069767,11.8675675675676,55.1744186046512,64.1216216216216,81,24.0232558139535,27.9189189189189,108.40654008,101.20289688,172,148,86.7793162891469,39.3628396485289,10.7499378040386,11.588822667157,31.1511627906977,36.2027027027027,0.564594309799789,0.564594309799789,287.2727273,341.5454545,477.4545455,395.1818182,1745.545455,2.426902124,-0.37944124,0.735979275,-0.567360715,199.7878788,234.5454545,364.9242424,290.2575758,1585.030303,2.088852111,-0.471132056,0.692568768,-0.628126957,106.4545455,144.8181818,264.9090909,217.5454545,1417.818182,1.825432686,-0.560996224,0.62807068,-0.687443175
"103",1006,1.37,19.68,7.77,75.31,3.87,0.53,2.61,2.29,2.99,4.76,7.3,10.21,13.67,45,72,99,58.7,57.3,375.5,1653.5,502,18.36781758,18.36781758,46,46,3367.77,1151.5,3312.11893363076,1502.36729276547,8.16304347826087,8.16304347826087,35.945652173913,35.945652173913,65,10.9130434782609,10.9130434782609,73.47127032,73.47127032,184,184,72.0025855137121,32.6601585383798,8.55642397876285,8.55642397876285,25.0326086956522,25.0326086956522,0.696401572422135,0.696401572422135,343.25,409.3333333,574.4166667,502.5833333,2631.25,2.157314576,-0.424666261,0.760659228,-0.587174406,244.2857143,289.6190476,471.5357143,386.7738095,2184.428571,1.956474581,-0.492528476,0.700606103,-0.645956213,149.0833333,197.5833333,367.3333333,318.1666667,1877.916667,1.634862061,-0.567537695,0.628967345,-0.685388431
"104",1007,1.4,20.32,11.49,151.63,4.44,-0.17,2.42,3.34,5.72,8.42,11.81,14.68,17.68,35,66,103,8.9,9.5,21.1,66,8,2.42817534,2.42817534,1,1,445.21,58,729.378123860654,330.843746648215,21.1,21.1,66,66,66,8,8,9.71270136,9.71270136,4,4,729.378123860654,330.843746648215,21.1,21.1,58,58,0.878787878787879,0.878787878787879,437.6666667,519.5,711.5833333,806.8333333,2490,1.533824611,-0.541982882,0.615335564,-0.488887432,362.0238095,430.3214286,623.4047619,670.952381,2102.535714,1.245722014,-0.580680981,0.513938578,-0.540537506,283,356.1666667,558.9166667,554.4166667,1781.833333,0.896493618,-0.61801138,0.429504255,-0.598728761
"105",1008,1.37,18.57,8.31,84.73,3.96,0.05,2.18,1.95,2.52,5.18,8.54,11.21,13.5,28,47,70,52.6,51.8,320.6,1571,643.3,16.03705068,15.82739892,38,37,2940.42,887.7,2411.62560246942,1093.90619725547,8.43684210526316,8.66486486486487,41.3421052631579,42.4594594594595,60.8,16.9289473684211,17.3864864864865,64.14820272,63.30959568,152,148,65.1790703370113,29.5650323582561,8.79656033255104,8.91464025133997,24.4131578947368,25.072972972973,0.590515595162317,0.590515595162317,314.5454545,375,536.2727273,443.3636364,2662.454545,2.226250261,-0.426061069,0.778834142,-0.60296937,221.2987013,263.038961,445.7662338,342.5454545,2155.883117,2.036006061,-0.509123187,0.723418122,-0.656116589,132.4545455,169.8181818,335.6363636,279.1818182,1741.636364,1.720613817,-0.586340368,0.654537862,-0.694350394
"106",1009,1.37,20.58,8.19,86.64,4.42,0.44,2.35,2.12,2.67,4.38,7.77,11.42,14.33,45,70,99,55.9,54.6,452.7,2110.1,905.6,24.52058406,22.13304102,52,47,4495.89,998.5,4900.7741160065,2222.97655629434,8.70576923076923,9.63191489361702,40.5788461538462,44.8957446808511,74.2,17.4153846153846,19.268085106383,98.08233624,88.53216408,208,188,104.271789702266,47.2973735381775,9.29835593408443,9.78045162773955,23.1634615384615,25.6276595744681,0.570826027202502,0.570826027202502,428.9,483.9,653.5,671.4,2682.2,2.237929093,-0.293400061,0.659728479,-0.441889778,335.7375,400.7125,578.9375,579.1,2224.775,1.607434826,-0.502605754,0.582117295,-0.580961263,248.6,312.5,479.2,480.8,1353.9,1.26462827,-0.579811966,0.445845684,-0.64208284
"107",1013,1.37,28.85,17.13,338.85,6.74,-0.67,2.56,2.92,6.56,12.88,18.75,22.25,25,12,23,43,34.8,40.2,229.1,610.3,196,39.93129738,36.13007754,8,7,7321.47,346.3,0,0,28.6375,32.7285714285714,76.2875,87.1857142857143,114,24.5,28,159.72518952,144.52031016,32,28,0,0,30.2520040658466,32.3407527079115,51.7875,59.1857142857143,0.678846468949697,0.678846468949697,508.8333333,605.1666667,776,910.0833333,2572.5,1.308262499,-0.519371892,0.549655067,-0.441558331,403.1107804,499.1679894,701.4963624,813.7437169,2244.117725,1.064093519,-0.595796282,0.464848255,-0.521063561,313.5833333,419.1666667,615.3333333,714.3333333,1914.333333,0.802667786,-0.652660275,0.377422678,-0.576421062
